Модель,Серия,Год,Объем двигателя (л),Топливо,Привод,Мощность (л.с.),Пробег (км),КПП,Цена (₽),Ссылка
"BMW X5 3.0 AT, 2019, 123 000 км",X5,2019,3.0,дизель,полный,249,123000,,6700000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2019_123_000_km_7235548403?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW M5 4.4 AT, 2019, 75 000 км",M5,2019,4.4,бензин,полный,625,75000,,8850000,https://www.avito.ru/nalchik/avtomobili/bmw_m5_4.4_at_2019_75_000_km_4413695785?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 3 серия 2.0 AT, 2013, 173 850 км",3-Series,2013,2.0,дизель,задний,184,173850,,1829000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2013_173_850_km_4971986112?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 5 серия GT 4.4 AT, 2010, 188 900 км",5-Series,2010,4.4,бензин,задний,407,188900,,1450000,https://www.avito.ru/voronezh/avtomobili/bmw_5_seriya_gt_4.4_at_2010_188_900_km_5121563402?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 3 серия 2.0 AT, 2019, 168 000 км",3-Series,2019,2.0,дизель,задний,150,168000,,2740000,https://www.avito.ru/voronezh/avtomobili/bmw_3_seriya_2.0_at_2019_168_000_km_7221405749?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 3 серия 2.0 AT, 2019, 159 220 км",3-Series,2019,2.0,дизель,полный,190,159220,,2945000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_159_220_km_5035473498?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 5 серия 2.0 AT, 2014, 217 300 км",5-Series,2014,2.0,дизель,полный,218,217300,,2290000,https://www.avito.ru/voronezh/avtomobili/bmw_5_seriya_2.0_at_2014_217_300_km_7204770834?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 3 серия 2.0 AT, 2020, 61 000 км",3-Series,2020,2.0,бензин,полный,184,61000,,3750000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2020_61_000_km_7217335714?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 8 серия 3.0 AT, 2019, 79 800 км",8-Series,2019,3.0,дизель,полный,320,79800,,6950000,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_3.0_at_2019_79_800_km_7207368353?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 1 серия 2.0 AT, 2011, 229 000 км",1-Series,2011,2.0,бензин,задний,136,229000,,699000,https://www.avito.ru/tula/avtomobili/bmw_1_seriya_2.0_at_2011_229_000_km_7223552305?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 5 серия 2.0 AT, 2019, 121 500 км",5-Series,2019,2.0,дизель,задний,190,121500,,2950000,https://www.avito.ru/stavropol/avtomobili/bmw_5_seriya_2.0_at_2019_121_500_km_7229803979?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW 5 серия 2.0 AT, 2018, 140 000 км",5-Series,2018,2.0,дизель,полный,190,140000,,3000000,https://www.avito.ru/magnitogorsk/avtomobili/bmw_5_seriya_2.0_at_2018_140_000_km_4882004928?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Ijk1bldhcWlwaVRZdGViMkUiO31VRm23JgAAAA
"BMW X4 3.0 AT, 2019, 78 000 км",X4,2019,3.0,дизель,полный,249,78000,,4600000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x4_3.0_at_2019_78_000_km_4487373189?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2020, 69 000 км",X5,2020,3.0,дизель,полный,265,69000,,7300000,https://www.avito.ru/lyubertsy/avtomobili/bmw_x5_3.0_at_2020_69_000_km_4610533995?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2018, 85 527 км",X5,2018,3.0,дизель,полный,400,85527,,6299000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x5_3.0_at_2018_85_527_km_4577239520?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2021, 50 000 км",5-Series,2021,2.0,бензин,полный,249,50000,,5450000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2021_50_000_km_4484155511?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2018, 173 000 км",5-Series,2018,2.0,дизель,задний,190,173000,,2560000,https://www.avito.ru/minsk/avtomobili/bmw_5_seriya_2.0_at_2018_173_000_km_4806228901?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2016, 145 000 км",5-Series,2016,2.0,бензин,задний,245,145000,,2250000,https://www.avito.ru/hasavyurt/avtomobili/bmw_5_seriya_2.0_at_2016_145_000_km_7244020226?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X1 2.0 AT, 2012, 168 000 км",X1,2012,2.0,бензин,полный,184,168000,,1399000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x1_2.0_at_2012_168_000_km_4580150895?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия GT 4.4 AT, 2010, 188 900 км",5-Series,2010,4.4,бензин,задний,407,188900,,1450000,https://www.avito.ru/voronezh/avtomobili/bmw_5_seriya_gt_4.4_at_2010_188_900_km_5121563402?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 3.0 AT, 2024, 8 000 км",X6,2024,3.0,дизель,полный,352,8000,,13850000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_8_000_km_7259240245?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2014, 204 000 км",X5,2014,3.0,бензин,полный,306,204000,,2995000,https://www.avito.ru/kaspiysk/avtomobili/bmw_x5_3.0_at_2014_204_000_km_7248110961?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2016, 173 000 км",X5,2016,3.0,дизель,полный,313,173000,,3999999,https://www.avito.ru/moskovskaya_oblast_krasnoznamensk/avtomobili/bmw_x5_3.0_at_2016_173_000_km_4428507807?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 3.0 AT, 2021, 42 000 км",3-Series,2021,3.0,бензин,задний,387,42000,,5250000,https://www.avito.ru/krasnodar/avtomobili/bmw_3_seriya_3.0_at_2021_42_000_km_4592520038?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2019, 105 000 км",3-Series,2019,2.0,дизель,полный,190,105000,,3650000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_105_000_km_4572324034?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X3 3.0 AT, 2014, 159 000 км",X3,2014,3.0,дизель,полный,249,159000,,2670000,https://www.avito.ru/ufa/avtomobili/bmw_x3_3.0_at_2014_159_000_km_7260952326?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2013, 236 830 км",5-Series,2013,2.0,бензин,полный,245,236830,,1555000,https://www.avito.ru/ufa/avtomobili/bmw_5_seriya_2.0_at_2013_236_830_km_4771639980?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW Z4 2.0 AT, 2021, 63 000 км",Z4,2021,2.0,бензин,задний,258,63000,,4450000,https://www.avito.ru/moskva/avtomobili/bmw_z4_2.0_at_2021_63_000_km_7247468206?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 3.0 AT, 2015, 191 000 км",X6,2015,3.0,бензин,полный,306,191000,,3410000,https://www.avito.ru/nevinnomyssk/avtomobili/bmw_x6_3.0_at_2015_191_000_km_4668824774?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X1 2.0 AT, 2012, 181 000 км",X1,2012,2.0,бензин,задний,150,181000,,1100000,https://www.avito.ru/arzamas/avtomobili/bmw_x1_2.0_at_2012_181_000_km_4708055809?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия GT 2.0 AT, 2014, 130 000 км",3-Series,2014,2.0,дизель,полный,184,130000,,2390000,https://www.avito.ru/izhevsk/avtomobili/bmw_3_seriya_gt_2.0_at_2014_130_000_km_7254319980?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X1 2.0 AT, 2011, 98 700 км",X1,2011,2.0,бензин,полный,245,98700,,1450000,https://www.avito.ru/samara/avtomobili/bmw_x1_2.0_at_2011_98_700_km_5009663915?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X1 2.0 AT, 2020, 77 100 км",X1,2020,2.0,бензин,полный,231,77100,,3100000,https://www.avito.ru/slavyansk-na-kubani/avtomobili/bmw_x1_2.0_at_2020_77_100_km_4491122054?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 1.6 AT, 2013, 235 000 км",3-Series,2013,1.6,бензин,задний,136,235000,,1349000,https://www.avito.ru/kstovo/avtomobili/bmw_3_seriya_1.6_at_2013_235_000_km_7215115060?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2018, 74 000 км",3-Series,2018,2.0,бензин,полный,184,74000,,2950000,https://www.avito.ru/perm/avtomobili/bmw_3_seriya_2.0_at_2018_74_000_km_7255778839?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2020, 12 000 км",X5,2020,3.0,дизель,полный,249,12000,,9000000,https://www.avito.ru/samara/avtomobili/bmw_x5_3.0_at_2020_12_000_km_3159820032?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 3.0 AT, 2021, 52 500 км",X6,2021,3.0,дизель,полный,340,52500,,8750000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2021_52_500_km_4536079195?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 3.0 AT, 2019, 77 600 км",X6,2019,3.0,дизель,полный,249,77600,,8650000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2019_77_600_km_7245122016?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2013, 265 000 км",5-Series,2013,2.0,бензин,полный,245,265000,,1699000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2013_265_000_km_4717955870?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2019, 78 900 км",X5,2019,3.0,дизель,полный,249,78900,,7390000,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/bmw_x5_3.0_at_2019_78_900_km_4543044796?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 M 4.4 AT, 2010, 128 500 км",X6,2010,4.4,бензин,полный,555,128500,,2300000,https://www.avito.ru/arzamas/avtomobili/bmw_x6_m_4.4_at_2010_128_500_km_4635275410?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW M3 3.0 AT, 2020, 15 500 км",M3,2020,3.0,бензин,задний,510,15500,,8800000,https://www.avito.ru/moskva/avtomobili/bmw_m3_3.0_at_2020_15_500_km_5121457993?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2019, 106 500 км",5-Series,2019,2.0,бензин,задний,184,106500,,3300000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_106_500_km_4486086672?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2015, 211 000 км",5-Series,2015,2.0,бензин,задний,184,211000,,1573000,https://www.avito.ru/mytischi/avtomobili/bmw_5_seriya_2.0_at_2015_211_000_km_7216284744?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 1 серия 1.6 AT, 2012, 205 000 км",1-Series,2012,1.6,бензин,задний,170,205000,,945000,https://www.avito.ru/penza/avtomobili/bmw_1_seriya_1.6_at_2012_205_000_km_4645112883?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2013, 260 000 км",5-Series,2013,2.0,дизель,полный,218,260000,,1750000,https://www.avito.ru/aprelevka/avtomobili/bmw_5_seriya_2.0_at_2013_260_000_km_4750133869?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 M 4.4 AT, 2011, 31 000 км",X6,2011,4.4,бензин,полный,555,31000,,1899999,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2011_31_000_km_4573095547?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X3 2.0 AT, 2025, 20 км",X3,2025,2.0,бензин,полный,258,20,,8800000,https://www.avito.ru/odintsovo/avtomobili/bmw_x3_2.0_at_2025_20_km_7260011700?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X5 3.0 AT, 2017, 135 000 км",X5,2017,3.0,дизель,полный,218,135000,,3930000,https://www.avito.ru/bataysk/avtomobili/bmw_x5_3.0_at_2017_135_000_km_5121464967?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X1 2.0 AT, 2011, 208 000 км",X1,2011,2.0,дизель,полный,177,208000,,1395000,https://www.avito.ru/tula/avtomobili/bmw_x1_2.0_at_2011_208_000_km_7246910484?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2015, 193 000 км",3-Series,2015,2.0,бензин,полный,184,193000,,2990000,https://www.avito.ru/volgograd/avtomobili/bmw_3_seriya_2.0_at_2015_193_000_km_4475173034?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2019, 110 000 км",3-Series,2019,2.0,дизель,полный,190,110000,,3500000,https://www.avito.ru/chelyabinsk/avtomobili/bmw_3_seriya_2.0_at_2019_110_000_km_4594251224?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 3.0 AT, 2011, 280 000 км",X6,2011,3.0,дизель,полный,245,280000,,1900000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x6_3.0_at_2011_280_000_km_4720360653?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2019, 88 000 км",3-Series,2019,2.0,бензин,задний,258,88000,,3490000,https://www.avito.ru/voronezh/avtomobili/bmw_3_seriya_2.0_at_2019_88_000_km_4647270832?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 5 серия 2.0 AT, 2014, 149 000 км",5-Series,2014,2.0,бензин,задний,184,149000,,1880000,https://www.avito.ru/georgievsk/avtomobili/bmw_5_seriya_2.0_at_2014_149_000_km_4462539478?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2021, 34 000 км",3-Series,2021,2.0,дизель,полный,190,34000,,4700000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2021_34_000_km_4824176890?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2013, 197 500 км",3-Series,2013,2.0,бензин,полный,184,197500,,1590000,https://www.avito.ru/kotelniki/avtomobili/bmw_3_seriya_2.0_at_2013_197_500_km_4754499638?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 1.6 AT, 2014, 161 500 км",3-Series,2014,1.6,бензин,задний,136,161500,,1350000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.6_at_2014_161_500_km_7223846771?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 8 серия 3.0 AT, 2019, 90 000 км",8-Series,2019,3.0,дизель,полный,320,90000,,6800000,https://www.avito.ru/krasnodar/avtomobili/bmw_8_seriya_3.0_at_2019_90_000_km_4794304584?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X1 2.0 AT, 2016, 42 200 км",X1,2016,2.0,бензин,полный,192,42200,,2499999,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2016_42_200_km_7233862500?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 3 серия 2.0 AT, 2013, 173 850 км",3-Series,2013,2.0,дизель,задний,184,173850,,1829000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2013_173_850_km_4971986112?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW 1 серия 1.6 AT, 2012, 195 541 км",1-Series,2012,1.6,бензин,задний,170,195541,,900000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_1_seriya_1.6_at_2012_195_541_km_4751615060?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IjliMDRKdkREYXRlcjJuamEiO32GOiFEJgAAAA
"BMW X6 3.0 AT, 2011, 280 000 км",X6,2011,3.0,дизель,полный,245,280000,,1900000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x6_3.0_at_2011_280_000_km_4720360653?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 3 серия 2.0 AT, 2019, 88 000 км",3-Series,2019,2.0,бензин,задний,258,88000,,3490000,https://www.avito.ru/voronezh/avtomobili/bmw_3_seriya_2.0_at_2019_88_000_km_4647270832?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 5 серия 2.0 AT, 2014, 149 000 км",5-Series,2014,2.0,бензин,задний,184,149000,,1880000,https://www.avito.ru/georgievsk/avtomobili/bmw_5_seriya_2.0_at_2014_149_000_km_4462539478?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW X5 3.0 AT, 2010, 192 500 км",X5,2010,3.0,дизель,полный,269,192500,,1945000,https://www.avito.ru/stavropol/avtomobili/bmw_x5_3.0_at_2010_192_500_km_7258935676?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 3 серия 2.0 AT, 2013, 197 500 км",3-Series,2013,2.0,бензин,полный,184,197500,,1590000,https://www.avito.ru/kotelniki/avtomobili/bmw_3_seriya_2.0_at_2013_197_500_km_4754499638?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 3 серия 1.6 AT, 2014, 161 500 км",3-Series,2014,1.6,бензин,задний,136,161500,,1350000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.6_at_2014_161_500_km_7223846771?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 3 серия 2.0 AT, 2016, 210 000 км",3-Series,2016,2.0,бензин,полный,184,210000,,2400000,https://www.avito.ru/gudermes/avtomobili/bmw_3_seriya_2.0_at_2016_210_000_km_7247740473?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 8 серия 3.0 AT, 2019, 90 000 км",8-Series,2019,3.0,дизель,полный,320,90000,,6800000,https://www.avito.ru/krasnodar/avtomobili/bmw_8_seriya_3.0_at_2019_90_000_km_4794304584?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 3 серия 2.0 AT, 2013, 173 850 км",3-Series,2013,2.0,дизель,задний,184,173850,,1829000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2013_173_850_km_4971986112?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 1 серия 1.6 AT, 2012, 195 541 км",1-Series,2012,1.6,бензин,задний,170,195541,,900000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_1_seriya_1.6_at_2012_195_541_km_4751615060?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW X7 3.0 AT, 2024, 30 км",X7,2024,3.0,дизель,полный,340,30,,15600000,https://www.avito.ru/mytischi/avtomobili/bmw_x7_3.0_at_2024_30_km_4897775585?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW 5 серия 3.0 AT, 2019, 36 100 км",5-Series,2019,3.0,дизель,полный,249,36100,,5500000,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_3.0_at_2019_36_100_km_4458595959?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
"BMW X6 3.0 AT, 2015, 130 000 км",X6,2015,3.0,дизель,полный,249,130000,,3990000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_x6_3.0_at_2015_130_000_km_3720541685?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImVzTWpiaFRiQ2IyTml4cEYiO3347hXfJgAAAA
